uuid,date,title,vote
7799cbe7-fa2e-4940-adfb-32397c95058e,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
7799cbe7-fa2e-4940-adfb-32397c95058e,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
7799cbe7-fa2e-4940-adfb-32397c95058e,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
77c163c6-7660-41bc-bcf5-5195375e7a15,22.05.2015,"Tarifeinheitsgesetz","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","nicht beteiligt"
77c163c6-7660-41bc-bcf5-5195375e7a15,27.03.2015,"PKW-Maut","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,26.03.2015,"Kooperative Holzvermarktung","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,27.02.2015,"Finanzhilfen für Griechenland","nicht beteiligt"
77c163c6-7660-41bc-bcf5-5195375e7a15,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","nicht beteiligt"
77c163c6-7660-41bc-bcf5-5195375e7a15,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","nicht beteiligt"
77c163c6-7660-41bc-bcf5-5195375e7a15,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,18.12.2014,"Bundesdatenschutzgesetz","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,28.11.2014,"Bundeshaushaltsplan 2015","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,13.11.2014,"BAföG-Reform","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,27.06.2014,"Novelle des EEG","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,23.05.2014,"Rentenpaket","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,03.04.2014,"Minderheitenrechte im Bundestag","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,21.02.2014,"Diätenerhöhung","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
77c163c6-7660-41bc-bcf5-5195375e7a15,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
77c163c6-7660-41bc-bcf5-5195375e7a15,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,22.05.2015,"Tarifeinheitsgesetz","nicht beteiligt"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","nicht beteiligt"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,27.03.2015,"PKW-Maut","nicht beteiligt"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,26.03.2015,"Kooperative Holzvermarktung","nicht beteiligt"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,27.02.2015,"Finanzhilfen für Griechenland","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,18.12.2014,"Bundesdatenschutzgesetz","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,28.11.2014,"Bundeshaushaltsplan 2015","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,13.11.2014,"BAföG-Reform","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","nicht beteiligt"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","nicht beteiligt"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,27.06.2014,"Novelle des EEG","nicht beteiligt"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,23.05.2014,"Rentenpaket","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,03.04.2014,"Minderheitenrechte im Bundestag","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,21.02.2014,"Diätenerhöhung","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
77d697bf-4f34-4e62-83e8-2b2fc6bb90b1,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,22.05.2015,"Tarifeinheitsgesetz","JA"
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,27.03.2015,"PKW-Maut","JA"
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,26.03.2015,"Kooperative Holzvermarktung","NEIN"
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,27.02.2015,"Finanzhilfen für Griechenland","JA"
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
77f24ef0-5cdc-4d5b-87a0-1c14860842a7,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
uuid,date,title,vote
7840dd7d-5adf-4469-b2cd-f7fee01ee462,22.05.2015,"Tarifeinheitsgesetz","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,27.03.2015,"PKW-Maut","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,26.03.2015,"Kooperative Holzvermarktung","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,27.02.2015,"Finanzhilfen für Griechenland","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,18.12.2014,"Bundesdatenschutzgesetz","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,28.11.2014,"Bundeshaushaltsplan 2015","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,13.11.2014,"BAföG-Reform","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,27.06.2014,"Novelle des EEG","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,23.05.2014,"Rentenpaket","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,03.04.2014,"Minderheitenrechte im Bundestag","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,21.02.2014,"Diätenerhöhung","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
7840dd7d-5adf-4469-b2cd-f7fee01ee462,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
785e4b4c-9ba8-4850-a519-e33a22929065,22.05.2015,"Tarifeinheitsgesetz","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","enthalten"
785e4b4c-9ba8-4850-a519-e33a22929065,27.03.2015,"PKW-Maut","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,26.03.2015,"Kooperative Holzvermarktung","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,27.02.2015,"Finanzhilfen für Griechenland","nicht beteiligt"
785e4b4c-9ba8-4850-a519-e33a22929065,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","nicht beteiligt"
785e4b4c-9ba8-4850-a519-e33a22929065,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,19.12.2014,"Bundeswehreinsatz in Afghanistan","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,18.12.2014,"Bundesdatenschutzgesetz","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,28.11.2014,"Bundeshaushaltsplan 2015","nicht beteiligt"
785e4b4c-9ba8-4850-a519-e33a22929065,13.11.2014,"BAföG-Reform","enthalten"
785e4b4c-9ba8-4850-a519-e33a22929065,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,03.07.2014,"Abschaffung der sachgrundlosen Befristung","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","enthalten"
785e4b4c-9ba8-4850-a519-e33a22929065,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,27.06.2014,"Novelle des EEG","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,23.05.2014,"Rentenpaket","enthalten"
785e4b4c-9ba8-4850-a519-e33a22929065,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","nicht beteiligt"
785e4b4c-9ba8-4850-a519-e33a22929065,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","nicht beteiligt"
785e4b4c-9ba8-4850-a519-e33a22929065,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","nicht beteiligt"
785e4b4c-9ba8-4850-a519-e33a22929065,03.04.2014,"Minderheitenrechte im Bundestag","nicht beteiligt"
785e4b4c-9ba8-4850-a519-e33a22929065,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,21.02.2014,"Diätenerhöhung","enthalten"
785e4b4c-9ba8-4850-a519-e33a22929065,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,30.01.2014,"Anbau von Genmais in der EU verhindern","JA"
785e4b4c-9ba8-4850-a519-e33a22929065,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","NEIN"
785e4b4c-9ba8-4850-a519-e33a22929065,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","NEIN"
uuid,date,title,vote
78624205-27af-4211-969b-d147d12cc640,22.05.2015,"Tarifeinheitsgesetz","NEIN"
78624205-27af-4211-969b-d147d12cc640,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","JA"
78624205-27af-4211-969b-d147d12cc640,27.03.2015,"PKW-Maut","NEIN"
78624205-27af-4211-969b-d147d12cc640,26.03.2015,"Kooperative Holzvermarktung","JA"
78624205-27af-4211-969b-d147d12cc640,27.02.2015,"Finanzhilfen für Griechenland","JA"
